chrs,names,ids
chr1,MIR7156,ENSG00000276081
chr1,ENSG00000288543,ENSG00000288543
chr1,ENSG00000230498,ENSG00000230498
chr1,PIGK,ENSG00000142892
chr1,ENSG00000226084,ENSG00000226084
chr1,ENSG00000228187,ENSG00000228187
chr1,ENSG00000289212,ENSG00000289212
chr1,ENSG00000287870,ENSG00000287870
chr1,AK5,ENSG00000154027
chr1,ENSG00000233099,ENSG00000233099
chr1,RNU7-8P,ENSG00000251767
chr1,ENSG00000287647,ENSG00000287647
chr1,ZZZ3,ENSG00000036549
chr1,RNA5SP20,ENSG00000251785
chr1,RN7SL370P,ENSG00000243437
chr1,USP33,ENSG00000077254
chr1,ACTG1P21,ENSG00000232672
chr1,MIGA1,ENSG00000180488
chr1,RNA5SP21,ENSG00000222849
chr1,ENSG00000219201,ENSG00000219201
chr1,NSRP1P1,ENSG00000235613
chr1,HSPE1P25,ENSG00000232015
chr1,NEXN-AS1,ENSG00000235927
chr1,NEXN,ENSG00000162614
chr1,FUBP1,ENSG00000162613
chr1,DNAJB4,ENSG00000162616
chr1,GIPC2,ENSG00000137960
chr1,ENSG00000273338,ENSG00000273338
chr1,ENSG00000285928,ENSG00000285928
chr1,ENSG00000213561,ENSG00000213561
chr1,RNU6-1102P,ENSG00000251958
chr1,ENSG00000213560,ENSG00000213560
chr1,RNA5SP22,ENSG00000202263
chr1,RNFT1P2,ENSG00000233333
chr1,MGC27382,ENSG00000237413
chr1,PTGFR,ENSG00000122420
chr1,ENSG00000227556,ENSG00000227556
chr1,RNA5SP23,ENSG00000212308
chr1,IFI44L,ENSG00000137959
chr1,IFI44,ENSG00000137965
chr1,ENSG00000238015,ENSG00000238015
chr1,ENSG00000235400,ENSG00000235400
chr1,ADGRL4,ENSG00000162618
chr1,PSAT1P3,ENSG00000230787
chr1,ENSG00000282898,ENSG00000282898
chr1,ENSG00000235011,ENSG00000235011
chr1,LINC02792,ENSG00000285462
chr1,ENSG00000288822,ENSG00000288822
chr1,ADH5P2,ENSG00000232676
chr1,ENSG00000285409,ENSG00000285409
chr1,ENSG00000235756,ENSG00000235756
chr1,ENSG00000260322,ENSG00000260322
chr1,ENSG00000277670,ENSG00000277670
chr1,HMGB1P18,ENSG00000236407
chr1,ENSG00000225598,ENSG00000225598
chr1,HNRNPA1P64,ENSG00000213559
chr1,ENSG00000227062,ENSG00000227062
chr1,ENSG00000234108,ENSG00000234108
chr1,ENSG00000224326,ENSG00000224326
chr1,LINC01781,ENSG00000234184
chr1,MTND2P30,ENSG00000227937
chr1,RPL7P10,ENSG00000229752
chr1,ENSG00000235089,ENSG00000235089
chr1,ENSG00000285179,ENSG00000285179
chr1,RN7SKP247,ENSG00000223026
chr1,ADGRL2,ENSG00000117114
chr1,HNRNPA3P14,ENSG00000224494
chr1,ARID3BP1,ENSG00000227288
chr1,ENSG00000227960,ENSG00000227960
chr1,ENSG00000234953,ENSG00000234953
chr1,MED28P8,ENSG00000242598
chr1,ENSG00000236676,ENSG00000236676
chr1,ENSG00000234683,ENSG00000234683
chr1,ST13P20,ENSG00000215875
chr1,ENSG00000233290,ENSG00000233290
chr1,LINC01362,ENSG00000230817
chr1,LINC01361,ENSG00000236268
chr1,ENSG00000285782,ENSG00000285782
chr1,LINC01712,ENSG00000231364
chr1,LINC01725,ENSG00000233008
chr1,ENSG00000237076,ENSG00000237076
chr1,TTLL7,ENSG00000137941
chr1,TTLL7-IT1,ENSG00000233061
chr1,ENSG00000229486,ENSG00000229486
chr1,ENSG00000285201,ENSG00000285201
chr1,PRKACB-DT,ENSG00000271576
chr1,PRKACB,ENSG00000142875
chr1,TXN2P1,ENSG00000213540
chr1,NEDD8P1,ENSG00000226970
chr1,ENSG00000199959,ENSG00000199959
chr1,SAMD13,ENSG00000203943
chr1,ENSG00000249237,ENSG00000249237
chr1,UOX,ENSG00000240520
chr1,DNASE2B,ENSG00000137976
chr1,ENSG00000285361,ENSG00000285361
chr1,RPF1,ENSG00000117133
chr1,GNG5,ENSG00000174021
chr1,ENSG00000285851,ENSG00000285851
chr1,SPATA1,ENSG00000122432
chr1,CTBS,ENSG00000117151
chr1,ENSG00000284882,ENSG00000284882
chr1,ENSG00000285374,ENSG00000285374
chr1,ENSG00000289881,ENSG00000289881
chr1,LINC01555,ENSG00000180869
chr1,ENSG00000232622,ENSG00000232622
chr1,SSX2IP,ENSG00000117155
chr1,ENSG00000285325,ENSG00000285325
chr1,LPAR3,ENSG00000171517
chr1,MCOLN2,ENSG00000153898
chr1,DNAI3,ENSG00000162643
chr1,MCOLN3,ENSG00000055732
chr1,MIR4423,ENSG00000266110
chr1,ENSG00000280099,ENSG00000280099
chr1,SYDE2,ENSG00000097096
chr1,C1orf52,ENSG00000162642
chr1,BCL10,ENSG00000142867
chr1,BCL10-AS1,ENSG00000223653
chr1,DDAH1,ENSG00000153904
chr1,ENSG00000273264,ENSG00000273264
chr1,ENSG00000282057,ENSG00000282057
chr1,ENSG00000272691,ENSG00000272691
chr1,CCN1,ENSG00000142871
chr1,SNORD81,ENSG00000199934
chr1,ENSG00000230285,ENSG00000230285
chr1,ZNHIT6,ENSG00000117174
chr1,COL24A1,ENSG00000171502
chr1,RNA5SP51,ENSG00000201620
chr1,ENSG00000229505,ENSG00000229505
chr1,LINC02795,ENSG00000285210
chr1,ODF2L,ENSG00000122417
chr1,MIR7856,ENSG00000278281
chr1,ENSG00000231349,ENSG00000231349
chr1,CLCA2,ENSG00000137975
chr1,CLCA1,ENSG00000016490
chr1,CLCA4,ENSG00000016602
chr1,CDCA4P2,ENSG00000224466
chr1,CLCA4-AS1,ENSG00000236915
chr1,CLCA3P,ENSG00000291014
chr1,SH3GLB1,ENSG00000097033
chr1,ENSG00000230721,ENSG00000230721
chr1,ENSG00000284846,ENSG00000284846
chr1,SELENOF,ENSG00000183291
chr1,HS2ST1,ENSG00000153936
chr1,ENSG00000267734,ENSG00000267734
chr1,ENSG00000267561,ENSG00000267561
chr1,ENSG00000235251,ENSG00000235251
chr1,ENSG00000225568,ENSG00000225568
chr1,LINC01140,ENSG00000267272
chr1,LINC02801,ENSG00000284240
chr1,LMO4,ENSG00000143013
chr1,LINC01364,ENSG00000227290
chr1,RNA5SP52,ENSG00000199318
chr1,PKN2-AS1,ENSG00000237505
chr1,ENSG00000279778,ENSG00000279778
chr1,ENSG00000270507,ENSG00000270507
chr1,ENSG00000286758,ENSG00000286758
chr1,RN7SL583P,ENSG00000239504
chr1,ENSG00000230053,ENSG00000230053
chr1,ENSG00000274321,ENSG00000274321
chr1,RPL36AP10,ENSG00000237959
chr1,PKN2,ENSG00000065243
chr1,RNU6-125P,ENSG00000207234
chr1,ELOCP19,ENSG00000241975
chr1,GTF2B,ENSG00000137947
chr1,ENSG00000235308,ENSG00000235308
chr1,KYAT3,ENSG00000137944
chr1,RBMXL1,ENSG00000213516
chr1,GBP3,ENSG00000117226
chr1,GBP1,ENSG00000117228
chr1,PTGES3P1,ENSG00000234518
chr1,GBP2,ENSG00000162645
chr1,ENSG00000289582,ENSG00000289582
chr1,ENSG00000286802,ENSG00000286802
chr1,GBP7,ENSG00000213512
chr1,GBP4,ENSG00000162654
chr1,ENSG00000284734,ENSG00000284734
chr1,ENSG00000284637,ENSG00000284637
chr1,ENSG00000289712,ENSG00000289712
chr1,GBP5,ENSG00000154451
chr1,ENSG00000237568,ENSG00000237568
chr1,ENSG00000238081,ENSG00000238081
chr1,ENSG00000233235,ENSG00000233235
chr1,GBP6,ENSG00000183347
chr1,CAPNS1P1,ENSG00000215874
chr1,GBP1P1,ENSG00000290525
chr1,ENSG00000286548,ENSG00000286548
chr1,LRRC8B,ENSG00000197147
chr1,ENSG00000288629,ENSG00000288629
chr1,LRRC8C-DT,ENSG00000231999
chr1,ENSG00000230735,ENSG00000230735
chr1,LRRC8C,ENSG00000171488
chr1,ENSG00000271949,ENSG00000271949
chr1,ENSG00000226394,ENSG00000226394
chr1,ENSG00000231613,ENSG00000231613
chr1,LRRC8D-DT,ENSG00000272931
chr1,LRRC8D,ENSG00000171492
chr1,ENSG00000272672,ENSG00000272672
chr1,RN7SKP272,ENSG00000252797
chr1,GEMIN8P4,ENSG00000228175
chr1,ZNF326,ENSG00000162664
chr1,ENSG00000287015,ENSG00000287015
chr1,ENSG00000287406,ENSG00000287406
chr1,RNU6-695P,ENSG00000212459
chr1,ENSG00000287372,ENSG00000287372
chr1,LINC02787,ENSG00000229201
chr1,SNORD3G,ENSG00000199666
chr1,BARHL2,ENSG00000143032
chr1,ENSG00000287076,ENSG00000287076
chr1,LINC02609,ENSG00000233593
chr1,LINC02788,ENSG00000285532
chr1,LINC01763,ENSG00000225446
chr1,ENSG00000272094,ENSG00000272094
chr1,PHKA1P1,ENSG00000232882
chr1,ZNF644,ENSG00000122482
chr1,RPL5P6,ENSG00000232393
chr1,HFM1,ENSG00000162669
chr1,FEN1P1,ENSG00000215873
chr1,CDC7,ENSG00000097046
chr1,WDR82P2,ENSG00000241318
chr1,ENSG00000229067,ENSG00000229067
chr1,HSP90B3P,ENSG00000203914
chr1,TGFBR3,ENSG00000069702
chr1,RN7SL653P,ENSG00000239794
chr1,BRDT,ENSG00000137948
chr1,ENSG00000289483,ENSG00000289483
chr1,EPHX4,ENSG00000172031
chr1,LPCAT2BP,ENSG00000233228
chr1,SETSIP,ENSG00000230667
chr1,BTBD8,ENSG00000189195
chr1,GAPDHP46,ENSG00000224678
chr1,PRKAR1AP1,ENSG00000233401
chr1,ENSG00000273487,ENSG00000273487
chr1,ENSG00000226773,ENSG00000226773
chr1,C1orf146,ENSG00000203910
chr1,ACTBP12,ENSG00000233125
chr1,GLMN,ENSG00000174842
chr1,RPAP2,ENSG00000122484
chr1,RN7SL824P,ENSG00000242764
chr1,GFI1,ENSG00000162676
chr1,EVI5,ENSG00000067208
chr1,ENSG00000223787,ENSG00000223787
chr1,HMGB3P9,ENSG00000229992
chr1,RNU4-59P,ENSG00000201317
chr1,ENSG00000225505,ENSG00000225505
chr1,H3P3,ENSG00000234202
chr1,CCNJP2,ENSG00000223896
chr1,RPL5,ENSG00000122406
chr1,DIPK1A,ENSG00000154511
chr1,SNORD21,ENSG00000206680
chr1,SNORA66,ENSG00000207523
chr1,ENSG00000207022,ENSG00000207022
chr1,ENSG00000229052,ENSG00000229052
chr1,ENSG00000289544,ENSG00000289544
chr1,RNU6-970P,ENSG00000252121
chr1,RN7SL692P,ENSG00000239710
chr1,ENSG00000287797,ENSG00000287797
chr1,RNU6-210P,ENSG00000252752
chr1,RN7SKP123,ENSG00000222664
chr1,MTF2,ENSG00000143033
chr1,TMED5,ENSG00000117500
chr1,CCDC18,ENSG00000122483
chr1,RPL36AP11,ENSG00000237003
chr1,ENSG00000225297,ENSG00000225297
chr1,CCDC18-AS1,ENSG00000223745
chr1,ENSG00000229567,ENSG00000229567
chr1,DR1,ENSG00000117505
chr1,ENSG00000229635,ENSG00000229635
chr1,FNBP1L,ENSG00000137942
chr1,RNA5SP53,ENSG00000212601
chr1,BCAR3,ENSG00000137936
chr1,BCAR3-AS1,ENSG00000224093
chr1,MIR760,ENSG00000211575
chr1,ENSG00000260464,ENSG00000260464
chr1,DNTTIP2,ENSG00000067334
chr1,GCLM,ENSG00000023909
chr1,CHCHD2P5,ENSG00000223490
chr1,MTND4P11,ENSG00000234099
chr1,MTND3P21,ENSG00000235794
chr1,MTCO3P21,ENSG00000232752
chr1,MTATP6P13,ENSG00000229842
chr1,ENSG00000250890,ENSG00000250890
chr1,MTCO2P21,ENSG00000236689
chr1,MTCO1P21,ENSG00000226960
chr1,ENSG00000233129,ENSG00000233129
chr1,ABCA4,ENSG00000198691
chr1,ENSG00000233482,ENSG00000233482
chr1,ARHGAP29,ENSG00000137962
chr1,RN7SL440P,ENSG00000264963
chr1,ARHGAP29-AS1,ENSG00000226835
chr1,GAPDHP29,ENSG00000178596
chr1,ENSG00000236098,ENSG00000236098
chr1,ENSG00000232918,ENSG00000232918
chr1,ENSG00000286692,ENSG00000286692
chr1,ABCD3,ENSG00000117528
chr1,F3,ENSG00000117525
chr1,ENSG00000288736,ENSG00000288736
chr1,ENSG00000223675,ENSG00000223675
chr1,SLC44A3-AS1,ENSG00000224081
chr1,KATNBL1P2,ENSG00000232857
chr1,MIR378G,ENSG00000263526
chr1,SLC44A3,ENSG00000143036
chr1,CNN3,ENSG00000117519
chr1,CNN3-DT,ENSG00000235501
chr1,ALG14,ENSG00000172339
chr1,ALG14-AS1,ENSG00000230427
chr1,TLCD4,ENSG00000152078
chr1,TLCD4-RWDD3,ENSG00000271092
chr1,ENSG00000231992,ENSG00000231992
chr1,RWDD3-DT,ENSG00000226026
chr1,RWDD3,ENSG00000122481
chr1,ENSG00000228852,ENSG00000228852
chr1,ENSG00000287919,ENSG00000287919
chr1,LINC01760,ENSG00000228504
chr1,LINC01650,ENSG00000230434
chr1,ENSG00000237954,ENSG00000237954
chr1,LINC01761,ENSG00000233907
chr1,LINC02607,ENSG00000228971
chr1,ENSG00000271252,ENSG00000271252
chr1,LINC02790,ENSG00000237435
chr1,RNU1-130P,ENSG00000200800
chr1,LINC01787,ENSG00000231987
chr1,ENSG00000225923,ENSG00000225923
chr1,UBE2WP1,ENSG00000234422
chr1,EEF1A1P11,ENSG00000228502
chr1,RN7SL831P,ENSG00000241992
chr1,NDUFS5P2,ENSG00000234226
chr1,RPL7P9,ENSG00000137970
chr1,RN7SKP270,ENSG00000223229
chr1,PTBP2,ENSG00000117569
chr1,DPYD,ENSG00000188641
chr1,DPYD-AS1,ENSG00000232878
chr1,DPYD-IT1,ENSG00000232542
chr1,SEC63P1,ENSG00000228057
chr1,RPL26P9,ENSG00000226128
chr1,ENSG00000230718,ENSG00000230718
chr1,DPYD-AS2,ENSG00000235777
chr1,ENSG00000270911,ENSG00000270911
chr1,MIR137HG,ENSG00000225206
chr1,ENSG00000259946,ENSG00000259946
chr1,MIR2682,ENSG00000284247
chr1,MIR137,ENSG00000284202
chr1,ENSG00000288810,ENSG00000288810
chr1,ENSG00000285922,ENSG00000285922
chr1,NFU1P2,ENSG00000233557
chr1,LINC01776,ENSG00000226053
chr1,ENSG00000280040,ENSG00000280040
chr1,SNX7,ENSG00000162627
chr1,PLPPR5,ENSG00000117598
chr1,PLPPR5-AS1,ENSG00000232825
chr1,ENSG00000227034,ENSG00000227034
chr1,PLPPR4,ENSG00000117600
chr1,ENSG00000233983,ENSG00000233983
chr1,LINC01708,ENSG00000224445
chr1,PALMD,ENSG00000099260
chr1,HMGB3P10,ENSG00000223656
chr1,FRRS1,ENSG00000156869
chr1,RNU4-75P,ENSG00000201491
chr1,ENSG00000231996,ENSG00000231996
chr1,AGL,ENSG00000162688
chr1,ENSG00000228084,ENSG00000228084
chr1,SLC35A3,ENSG00000117620
chr1,ENSG00000283761,ENSG00000283761
chr1,RNU6-750P,ENSG00000212248
chr1,RNU6-1318P,ENSG00000202259
chr1,ENSG00000288826,ENSG00000288826
chr1,MFSD14A,ENSG00000156875
chr1,ENSG00000241073,ENSG00000241073
chr1,SASS6,ENSG00000156876
chr1,ENSG00000226952,ENSG00000226952
chr1,TRMT13,ENSG00000122435
chr1,LRRC39,ENSG00000122477
chr1,DBT,ENSG00000137992
chr1,RPL23AP90,ENSG00000271415
chr1,BRI3P1,ENSG00000225169
chr1,ENSG00000285530,ENSG00000285530
chr1,ENSG00000230287,ENSG00000230287
chr1,RTCA-AS1,ENSG00000224616
chr1,RTCA,ENSG00000137996
chr1,MIR553,ENSG00000207750
chr1,ENSG00000215871,ENSG00000215871
chr1,ENSG00000223906,ENSG00000223906
chr1,CDC14A,ENSG00000079335
chr1,BCAS2P2,ENSG00000234332
chr1,ENSG00000228086,ENSG00000228086
chr1,GPR88,ENSG00000181656
chr1,RPL7AP17,ENSG00000213421
chr1,LINC01349,ENSG00000230402
chr1,ENSG00000285525,ENSG00000285525
chr1,RPL36AP12,ENSG00000224685
chr1,VCAM1,ENSG00000162692
chr1,EXTL2,ENSG00000162694
chr1,ENSG00000273204,ENSG00000273204
chr1,SLC30A7,ENSG00000162695
chr1,HNRNPA1P68,ENSG00000230946
chr1,DPH5,ENSG00000117543
chr1,ENSG00000235795,ENSG00000235795
chr1,DPH5-DT,ENSG00000233184
chr1,ENSG00000252765,ENSG00000252765
chr1,ENSG00000289355,ENSG00000289355
chr1,ENSG00000271578,ENSG00000271578
chr1,S1PR1-DT,ENSG00000225938
chr1,S1PR1,ENSG00000170989
chr1,ENSG00000228399,ENSG00000228399
chr1,PPIAP7,ENSG00000173810
chr1,LINC01307,ENSG00000231671
chr1,LINC01709,ENSG00000226715
chr1,RNU6-965P,ENSG00000252530
chr1,RPSAP19,ENSG00000183298
chr1,OLFM3,ENSG00000118733
chr1,RNU6-352P,ENSG00000252717
chr1,ENSG00000271277,ENSG00000271277
chr1,DNAJA1P5,ENSG00000162699
chr1,ENSG00000289192,ENSG00000289192
chr1,ENSG00000233359,ENSG00000233359
chr1,ENSG00000230864,ENSG00000230864
chr1,COL11A1,ENSG00000060718
chr1,SOD2P1,ENSG00000234257
chr1,ENSG00000230759,ENSG00000230759
chr1,RNPC3-DT,ENSG00000224613
chr1,RN7SKP285,ENSG00000222069
chr1,RNPC3,ENSG00000185946
chr1,AMY2B,ENSG00000240038
chr1,ACTG1P4,ENSG00000236085
chr1,AMY2A,ENSG00000243480
chr1,AMY1A,ENSG00000237763
chr1,ENSG00000234441,ENSG00000234441
chr1,AMY1B,ENSG00000174876
chr1,AMYP1,ENSG00000227408
chr1,AMY1C,ENSG00000187733
chr1,ENSG00000225191,ENSG00000225191
chr1,ENSG00000215869,ENSG00000215869
chr1,FTLP17,ENSG00000228347
chr1,ENSG00000285981,ENSG00000285981
chr1,CDK4P1,ENSG00000225036
chr1,LINC01676,ENSG00000230768
chr1,SEPTIN2P1,ENSG00000227850
chr1,ENSG00000237897,ENSG00000237897
chr1,ENSG00000232952,ENSG00000232952
chr1,LINC01677,ENSG00000233047
chr1,ENSG00000237480,ENSG00000237480
chr1,ENSG00000230932,ENSG00000230932
chr1,ENSG00000270342,ENSG00000270342
chr1,ENSG00000270976,ENSG00000270976
chr1,MTATP6P14,ENSG00000233449
chr1,MTCO1P14,ENSG00000232551
chr1,LINC01661,ENSG00000237460
chr1,PRMT6,ENSG00000198890
chr1,NTNG1,ENSG00000162631
chr1,ENSG00000289612,ENSG00000289612
chr1,NDUFA4P1,ENSG00000224550
chr1,VAV3,ENSG00000134215
chr1,MIR7852,ENSG00000275455
chr1,VAV3-AS1,ENSG00000230489
chr1,LINC02785,ENSG00000226822
chr1,SLC25A24,ENSG00000085491
chr1,ENSG00000260879,ENSG00000260879
chr1,ENSG00000280186,ENSG00000280186
chr1,NBPF4,ENSG00000196427
chr1,ENSG00000238122,ENSG00000238122
chr1,ENSG00000290547,ENSG00000290547
chr1,SLC25A24P1,ENSG00000241361
chr1,ENSG00000290552,ENSG00000290552
chr1,NBPF5P,ENSG00000243967
chr1,SLC25A24P2,ENSG00000238118
chr1,ENSG00000224698,ENSG00000224698
chr1,NBPF6,ENSG00000186086
chr1,ENSG00000283354,ENSG00000283354
chr1,ST13P21,ENSG00000227832
chr1,ENSG00000226483,ENSG00000226483
chr1,FAM102B,ENSG00000162636
chr1,HENMT1,ENSG00000162639
chr1,ENSG00000285923,ENSG00000285923
chr1,ENSG00000290126,ENSG00000290126
chr1,PRPF38B,ENSG00000134186
chr1,FNDC7,ENSG00000143107
chr1,ENSG00000232971,ENSG00000232971
chr1,STXBP3,ENSG00000116266
chr1,ENSG00000228076,ENSG00000228076
chr1,AKNAD1,ENSG00000162641
chr1,SPATA42,ENSG00000203897
chr1,GPSM2,ENSG00000121957
chr1,CLCC1,ENSG00000121940
chr1,WDR47,ENSG00000085433
chr1,ENSG00000237349,ENSG00000237349
chr1,ENSG00000244716,ENSG00000244716
chr1,ENSG00000228665,ENSG00000228665
chr1,RANP5,ENSG00000228054
chr1,TAF13,ENSG00000197780
chr1,TMEM167B-DT,ENSG00000273382
chr1,TMEM167B,ENSG00000215717
chr1,SCARNA2,ENSG00000278249
chr1,ENSG00000270066,ENSG00000270066
chr1,ENSG00000251484,ENSG00000251484
chr1,CFAP276,ENSG00000179902
chr1,ELAPOR1,ENSG00000116299
chr1,SARS1,ENSG00000031698
chr1,CELSR2,ENSG00000143126
chr1,PSRC1,ENSG00000134222
chr1,MYBPHL,ENSG00000221986
chr1,SORT1,ENSG00000134243
chr1,PSMA5,ENSG00000143106
chr1,SYPL2,ENSG00000143028
chr1,ATXN7L2,ENSG00000162650
chr1,CYB561D1,ENSG00000174151
chr1,AMIGO1,ENSG00000181754
chr1,GPR61,ENSG00000156097
chr1,ENSG00000254942,ENSG00000254942
chr1,ENSG00000290117,ENSG00000290117
chr1,GNAI3,ENSG00000065135
chr1,RNU6V,ENSG00000206832
chr1,ENSG00000225113,ENSG00000225113
chr1,MIR197,ENSG00000284443
chr1,GNAT2,ENSG00000134183
chr1,AMPD2,ENSG00000116337
chr1,ENSG00000228703,ENSG00000228703
chr1,RPL7P8,ENSG00000235045
chr1,GSTM4,ENSG00000168765
chr1,GSTM2,ENSG00000213366
chr1,GSTM1,ENSG00000134184
chr1,ENSG00000260246,ENSG00000260246
chr1,GSTM5,ENSG00000134201
chr1,ENSG00000241720,ENSG00000241720
chr1,GSTM3,ENSG00000134202
chr1,EPS8L3,ENSG00000198758
chr1,NDUFA5P10,ENSG00000224927
chr1,LINC01768,ENSG00000228420
chr1,ENSG00000235005,ENSG00000235005
chr1,ENSG00000261055,ENSG00000261055
chr1,CSF1,ENSG00000184371
chr1,AHCYL1,ENSG00000168710
chr1,STRIP1,ENSG00000143093
chr1,ENSG00000258634,ENSG00000258634
chr1,ALX3,ENSG00000156150
chr1,LINC01397,ENSG00000258673
chr1,UBL4B,ENSG00000186150
chr1,SLC6A17,ENSG00000197106
chr1,SLC6A17-AS1,ENSG00000227091
chr1,ENSG00000235526,ENSG00000235526
chr1,KCNC4-DT,ENSG00000224965
chr1,KCNC4,ENSG00000116396
chr1,ENSG00000282852,ENSG00000282852
chr1,ENSG00000200536,ENSG00000200536
chr1,RBM15-AS1,ENSG00000227963
chr1,RBM15,ENSG00000162775
chr1,LAMTOR5-AS1,ENSG00000224699
chr1,SLC16A4,ENSG00000168679
chr1,SLC16A4-AS1,ENSG00000273373
chr1,LAMTOR5,ENSG00000134248
chr1,PROK1,ENSG00000143125
chr1,ENSG00000270380,ENSG00000270380
chr1,ENSG00000282887,ENSG00000282887
chr1,ENSG00000283999,ENSG00000283999
chr1,CYMP,ENSG00000240194
chr1,CYMP-AS1,ENSG00000235407
chr1,KCNA10,ENSG00000143105
chr1,KCNA2,ENSG00000177301
chr1,KCNA3,ENSG00000177272
chr1,ENSG00000288803,ENSG00000288803
chr1,NRBF2P3,ENSG00000237415
chr1,OR11I1P,ENSG00000232791
chr1,CD53,ENSG00000143119
chr1,ENSG00000261654,ENSG00000261654
chr1,ENSG00000232811,ENSG00000232811
chr1,LRIF1,ENSG00000121931
chr1,ENSG00000273010,ENSG00000273010
chr1,CCNT2P1,ENSG00000225672
chr1,RNA5SP54,ENSG00000252760
chr1,DRAM2,ENSG00000156171
chr1,CEPT1,ENSG00000134255
chr1,ENSG00000272982,ENSG00000272982
chr1,ENSG00000273221,ENSG00000273221
chr1,DENND2D,ENSG00000162777
chr1,CHI3L2,ENSG00000064886
chr1,CHIAP1,ENSG00000236040
chr1,CHIAP2,ENSG00000290764
chr1,CHIA,ENSG00000134216
chr1,ENSG00000229283,ENSG00000229283
chr1,ENSG00000232240,ENSG00000232240
chr1,PIFO,ENSG00000173947
chr1,CHIAP3,ENSG00000234020
chr1,HIGD1AP12,ENSG00000236012
chr1,PGBP,ENSG00000227179
chr1,OVGP1,ENSG00000085465
chr1,ENSG00000260948,ENSG00000260948
chr1,UBE2FP3,ENSG00000233337
chr1,ENSG00000243960,ENSG00000243960
chr1,WDR77,ENSG00000116455
chr1,ATP5PB,ENSG00000116459
chr1,C1orf162,ENSG00000143110
chr1,TMIGD3,ENSG00000121933
chr1,RNU6-792P,ENSG00000200360
chr1,ADORA3,ENSG00000282608
chr1,RAP1A,ENSG00000116473
chr1,LINC01160,ENSG00000231346
chr1,KRT18P57,ENSG00000215867
chr1,RNU6-151P,ENSG00000201028
chr1,INKA2,ENSG00000197852
chr1,INKA2-AS1,ENSG00000227811
chr1,ENSG00000284830,ENSG00000284830
chr1,DDX20,ENSG00000064703
chr1,KCND3,ENSG00000171385
chr1,KCND3-IT1,ENSG00000232558
chr1,KCND3-AS1,ENSG00000237556
chr1,LINC01750,ENSG00000231437
chr1,LINC02884,ENSG00000231246
chr1,TXNP3,ENSG00000234388
chr1,ENSG00000238761,ENSG00000238761
chr1,CTTNBP2NL,ENSG00000143079
chr1,MIR4256,ENSG00000283296
chr1,WNT2B,ENSG00000134245
chr1,ENSG00000273483,ENSG00000273483
chr1,ST7L,ENSG00000007341
chr1,CAPZA1,ENSG00000116489
chr1,MRPL53P1,ENSG00000235299
chr1,RNU7-70P,ENSG00000252750
chr1,MOV10,ENSG00000155363
chr1,ENSG00000225075,ENSG00000225075
chr1,RHOC,ENSG00000155366
chr1,ENSG00000271810,ENSG00000271810
chr1,PPM1J,ENSG00000155367
chr1,PPM1J-DT,ENSG00000261595
chr1,TAFA3,ENSG00000184599
chr1,NUTF2P4,ENSG00000234790
chr1,LINC01356,ENSG00000215866
chr1,LINC01357,ENSG00000224167
chr1,ENSG00000228040,ENSG00000228040
chr1,SLC16A1,ENSG00000155380
chr1,AKR7A2P1,ENSG00000229020
chr1,SLC16A1-AS1,ENSG00000226419
chr1,ENSG00000287807,ENSG00000287807
chr1,LRIG2-DT,ENSG00000238198
chr1,LRIG2,ENSG00000198799
chr1,RLIMP2,ENSG00000237278
chr1,ENSG00000233839,ENSG00000233839
chr1,ENSG00000236887,ENSG00000236887
chr1,MAGI3,ENSG00000081026
chr1,ENSG00000232499,ENSG00000232499
chr1,MTND5P20,ENSG00000238256
chr1,PHTF1,ENSG00000116793
chr1,ENSG00000232450,ENSG00000232450
chr1,RSBN1,ENSG00000081019
chr1,ENSG00000231128,ENSG00000231128
chr1,PTPN22,ENSG00000134242
chr1,AP4B1-AS1,ENSG00000226167
chr1,BCL2L15,ENSG00000188761
chr1,AP4B1,ENSG00000134262
chr1,DCLRE1B,ENSG00000118655
chr1,HIPK1-AS1,ENSG00000235527
chr1,HIPK1,ENSG00000163349
chr1,OLFML3,ENSG00000116774
chr1,ENSG00000270780,ENSG00000270780
chr1,ENSG00000282048,ENSG00000282048
chr1,SYT6,ENSG00000134207
chr1,ENSG00000232895,ENSG00000232895
chr1,MRPL57P1,ENSG00000273698
chr1,ENSG00000271419,ENSG00000271419
chr1,TRIM33,ENSG00000197323
chr1,ENSG00000226984,ENSG00000226984
chr1,EIF2S2P5,ENSG00000225650
chr1,PKMP1,ENSG00000236480
chr1,BCAS2,ENSG00000116752
chr1,DENND2C,ENSG00000175984
chr1,AMPD1,ENSG00000116748
chr1,RN7SL432P,ENSG00000242769
chr1,NRAS,ENSG00000213281
chr1,CSDE1,ENSG00000009307
chr1,RNY1P13,ENSG00000201900
chr1,SIKE1,ENSG00000052723
chr1,NR1H5P,ENSG00000227970
chr1,SYCP1,ENSG00000198765
chr1,TSHB,ENSG00000134200
chr1,TSPAN2,ENSG00000134198
chr1,LINC01765,ENSG00000233730
chr1,ENSG00000285698,ENSG00000285698
chr1,NGF-AS1,ENSG00000228035
chr1,NGF,ENSG00000134259
chr1,ENSG00000287103,ENSG00000287103
chr1,ENSG00000226973,ENSG00000226973
chr1,ENSG00000274468,ENSG00000274468
chr1,ELOCP20,ENSG00000229101
chr1,CNOT7P2,ENSG00000232185
